Source - AS,Source - IP,Target - AS,Target - IP,Type,RTTD
-3,219.94.128.141,9498,182.79.27.25,Directed,102.33000000000001
9498,182.79.27.25,9498,116.119.119.206,Directed,3.329999999999984
9498,116.119.119.206,2497,58.138.80.185,Directed,39.0
2497,58.138.80.185,2497,210.138.32.46,Directed,96.32999999999998
2497,210.138.32.46,9371,219.94.128.141,Directed,239.99999999999997
-3,62.254.85.22,9498,182.79.27.25,Directed,159.0
9498,182.79.27.25,9498,116.119.68.223,Directed,46.67
9498,116.119.68.223,1299,62.115.142.128,Directed,366.0
1299,62.115.142.128,6830,84.116.134.197,Directed,31.66999999999996
6830,84.116.134.197,5089,62.253.174.98,Directed,430.0
5089,62.253.174.98,5089,213.105.9.24,Directed,416.33000000000004
-3,128.232.128.6,9498,125.18.92.93,Directed,20.66
9498,125.18.92.93,6461,94.31.40.4,Directed,133.0
6461,94.31.40.4,6461,64.125.27.14,Directed,5.0
6461,64.125.27.14,786,146.97.35.169,Directed,88.32000000000002
786,146.97.35.169,786,131.111.6.182,Directed,55.00000000000003
786,131.111.6.182,786,193.60.88.6,Directed,1.0
786,193.60.88.6,786,786,128.232.132.8,Directed,135.0
-3,202.218.128.200,9498,125.18.92.93,Directed,67.33
9498,125.18.92.93,9498,116.119.119.208,Directed,17.340000000000003
9498,116.119.119.208,3356,4.68.70.113,Directed,94.34
3356,4.68.70.113,3549,113.29.1.138,Directed,26.66999999999996
3549,113.29.1.138,2519,163.139.130.222,Directed,157.00000000000003
2519,163.139.130.222,2519,222.230.187.198,Directed,98.00000000000003
2519,222.230.187.198,4694,202.218.128.200,Directed,7.669999999999959
-3,5.28.62.178,9498,125.18.92.93,Directed,271.0
9498,125.18.92.93,9498,116.119.119.186,Directed,11.669999999999959
9498,116.119.119.186,20860,130.180.202.49,Directed,705.3399999999999
20860,130.180.202.49,35425,91.223.58.33,Directed,311.33
35425,91.223.58.33,35425,5.28.62.178,Directed,252.99999999999994
-3,103.3.0.23,9498,182.79.27.25,Directed,226.00000000000003
9498,182.79.27.25,9498,116.119.57.158,Directed,41.660000000000025
9498,116.119.57.158,3356,4.68.70.113,Directed,55.0
3356,4.68.70.113,3549,113.29.1.138,Directed,231.66000000000003
3549,113.29.1.138,2519,163.139.130.222,Directed,147.66000000000003
2519,163.139.130.222,2519,222.230.187.206,Directed,138.0
2519,222.230.187.206,131965,103.3.0.5,Directed,17.670000000000016
131965,103.3.0.5,131965,120.136.14.37,Directed,50.339999999999975
-3,128.2.42.10,9498,125.18.92.93,Directed,105.66
9498,125.18.92.93,9498,116.119.57.43,Directed,281.66
9498,116.119.57.43,2381,216.56.50.86,Directed,29.66999999999996
2381,216.56.50.86,9,128.2.42.10,Directed,85.33000000000004
-3,162.159.136.232,9498,182.79.27.25,Directed,128.65999999999997
9498,182.79.27.25,9498,116.119.50.160,Directed,74.32999999999998
9498,116.119.50.160,9498,182.79.161.171,Directed,0.0
9498,182.79.161.171,13335,162.159.128.233,Directed,76.33000000000001
-3,208.82.237.129,9498,125.18.92.93,Directed,46.34
9498,125.18.92.93,2914,168.143.191.228,Directed,152.34
2914,168.143.191.228,2914,129.250.5.65,Directed,16.660000000000025
2914,129.250.5.65,2914,2914,165.254.239.30,Directed,33.0
2914,165.254.239.30,22414,208.82.237.129,Directed,74.0
-3,128.59.105.24,9498,182.79.27.25,Directed,237.99
9498,182.79.27.25,174,154.54.25.149,Directed,31.670000000000016
174,154.54.25.149,174,38.122.8.210,Directed,97.33999999999997
174,38.122.8.210,14,128.59.105.24,Directed,75.00000000000006
