Source - AS,Source - IP,Target - AS,Target - IP,Type,RTTD
-2,219.94.128.141,2914,129.250.3.47,Directed,3.0
2914,129.250.3.47,2914,129.250.4.194,Directed,70.0
2914,129.250.4.194,2914,129.250.6.16,Directed,1.0
2914,129.250.6.16,2914,129.250.6.177,Directed,62.0
2914,129.250.6.177,2914,129.250.3.83,Directed,0.0
2914,129.250.3.83,2914,129.250.2.40,Directed,104.0
2914,129.250.2.40,2914,61.120.147.26,Directed,0.0
2914,61.120.147.26,9371,219.94.128.141,Directed,3.0
-2,213.105.9.24,2914,129.250.2.151,Directed,1.0
2914,129.250.2.151,6830,213.46.174.97,Directed,0.0
6830,213.46.174.97,6830,84.116.134.197,Directed,10.0
6830,84.116.134.197,6830,84.116.135.50,Directed,3.0
6830,84.116.135.50,5089,62.253.174.98,Directed,9.0
5089,-7,5089,62.254.85.22,Directed,1.0
-2,128.232.132.8,2914,129.250.3.101,Directed,1.0
2914,129.250.3.101,2914,129.250.2.151,Directed,4.0
2914,129.250.2.151,3356,4.68.111.113,Directed,1.0
3356,4.68.111.113,3356,212.187.216.238,Directed,6.0
3356,212.187.216.238,786,146.97.35.193,Directed,20.0
786,146.97.35.193,786,146.97.33.62,Directed,21.0
786,146.97.33.62,786,146.97.33.29,Directed,19.0
786,146.97.33.29,786,146.97.35.246,Directed,17.0
786,146.97.35.246,786,146.97.41.38,Directed,2.0
786,146.97.41.38,786,131.111.6.182,Directed,38.0
786,131.111.6.182,786,193.60.88.6,Directed,36.0
786,193.60.88.6,786,193.60.88.6,Directed,1.0
786,-8,786,128.232.128.6,Directed,0.0
-2,202.218.128.200,2914,129.250.6.6,Directed,91.0
2914,129.250.6.6,2914,129.250.6.237,Directed,57.0
2914,129.250.6.237,2914,129.250.2.159,Directed,7.0
2914,129.250.2.159,2914,168.143.229.22,Directed,0.0
2914,168.143.229.22,2497,58.138.88.81,Directed,95.0
2497,58.138.88.81,2497,58.138.101.34,Directed,8.0
2497,58.138.101.34,2497,210.130.134.118,Directed,7.0
2497,210.130.134.118,2519,163.139.130.218,Directed,4.0
2519,163.139.130.218,2519,222.230.187.198,Directed,9.0
2519,-9,4694,202.218.128.200,Directed,5.0
-2,5.28.62.178,2914,129.250.2.151,Directed,1.0
2914,129.250.2.151,6461,64.125.14.105,Directed,0.0
6461,64.125.14.105,6461,64.125.28.3,Directed,7.0
6461,64.125.28.3,20860,62.128.218.1,Directed,0.0
20860,62.128.218.1,20860,130.180.202.49,Directed,0.0
20860,130.180.202.49,20860,130.180.202.57,Directed,4.0
20860,130.180.202.57,35425,91.223.58.33,Directed,0.0
35425,-10,35425,5.28.62.178,Directed,0.0
-2,120.136.14.37,174,130.117.254.73,Directed,0.66
174,130.117.254.73,174,130.117.49.78,Directed,0.42000000000000004
174,130.117.49.78,174,154.54.72.110,Directed,10.35
174,154.54.72.110,174,154.54.6.26,Directed,168.63
174,154.54.6.26,174,154.54.89.201,Directed,48.99000000000001
174,154.54.89.201,174,154.54.89.197,Directed,21.639999999999986
174,154.54.89.197,174,154.18.0.2,Directed,21.069999999999993
174,154.18.0.2,174,154.18.0.2,Directed,7.6699999999999875
174,154.18.0.2,2519,222.230.187.206,Directed,6.139999999999986
2519,222.230.187.206,2519,222.230.187.206,Directed,8.590000000000003
2519,222.230.187.206,131965,103.3.0.5,Directed,7.159999999999997
131965,-11,131965,103.3.0.23,Directed,0.6800000000000068
-2,128.2.42.52,2914,129.250.2.107,Directed,4.0
2914,129.250.2.107,174,154.54.38.65,Directed,2.0
174,154.54.38.65,174,154.54.57.69,Directed,11.0
174,154.54.57.69,174,154.54.82.38,Directed,62.0
174,154.54.82.38,174,66.28.4.237,Directed,4.0
174,66.28.4.237,174,154.54.26.129,Directed,17.0
174,154.54.26.129,174,154.54.83.118,Directed,3.0
174,154.54.83.118,174,154.24.79.74,Directed,2.0
174,154.24.79.74,174,38.140.44.154,Directed,1.0
174,38.140.44.154,9,128.2.255.177,Directed,0.0
9,128.2.255.177,9,128.2.255.202,Directed,1.0
9,-12,9,128.2.42.10,Directed,0.0
-2,162.159.136.232,2914,129.250.4.145,Directed,1.0
2914,129.250.4.145,2914,185.84.18.174,Directed,1.0
2914,185.84.18.174,13335,141.101.67.52,Directed,1.0
13335,141.101.67.52,13335,172.71.120.2,Directed,1.0
13335,-13,13335,162.159.136.232,Directed,1.0
-2,208.82.237.129,2914,129.250.3.101,Directed,2.0
2914,129.250.3.101,2914,129.250.3.47,Directed,1.0
2914,129.250.3.47,2914,129.250.2.37,Directed,85.0
2914,129.250.2.37,2914,129.250.3.242,Directed,4.0
2914,129.250.3.242,2914,165.254.239.30,Directed,8.0
2914,-14,22414,208.82.237.129,Directed,1.0
-2,128.59.105.24,2914,129.250.3.7,Directed,1.0
2914,129.250.3.7,2914,129.250.2.179,Directed,0.0
2914,129.250.2.179,174,154.54.38.157,Directed,34.0
174,154.54.38.157,174,154.54.27.169,Directed,38.0
174,154.54.27.169,174,154.54.84.214,Directed,1.0
174,154.54.84.214,174,38.122.8.210,Directed,0.0
174,38.122.8.210,14,128.59.255.5,Directed,1.0
14,128.59.255.5,14,128.59.255.21,Directed,101.0
14,-15,14,128.59.105.24,Directed,101.0
